"id","date","location","min_temp","max_temp","rainfall","evaporation","sunshine","wind_gust_dir","wind_gust_speed","wind_dir9am","wind_dir3pm","wind_speed9am","wind_speed3pm","humidity9am","humidity3pm","pressure9am","pressure3pm","cloud9am","cloud3pm","temp9am","temp3pm","rain_today","rain_tomorrow"
30306,2013-11-16,"Moree",11.8,32,0,NA,NA,"S",50,"NNE","W",15,17,44,10,1010.6,1006.9,2,7,23.2,29.6,0,0
25024,2012-10-09,"Newcastle",9.8,19.2,0,NA,NA,NA,NA,NA,"SE",0,15,94,54,NA,NA,6,2,14.8,17.8,0,0
48351,2016-03-10,"Hobart",9.7,18.9,0.2,NA,NA,"SE",31,"NNW","SE",17,20,67,58,1026,1023.7,7,8,12.5,18.2,0,0
11989,2015-04-01,"SydneyAirport",17.7,27,22.6,NA,NA,"NE",39,"NW","NE",9,20,82,65,1025,1020.8,1,5,20.9,24.3,1,0
49888,2016-08-14,"SalmonGums",-1.9,22.6,0,NA,NA,"N",37,"N","NNE",19,20,51,30,NA,NA,NA,NA,14,22.1,0,0
41306,2010-01-10,"Nuriootpa",20.4,41.2,0,NA,NA,"WSW",41,"ENE","NW",9,6,19,18,1015.4,1012.6,NA,NA,32.4,38.2,0,0
1537,2013-10-05,"Hobart",12.5,22.8,0,NA,NA,"NW",102,"NW","NW",52,30,30,33,997,996,NA,NA,20.3,21.6,0,0
3527,2009-07-18,"Townsville",6.9,23.8,0,NA,NA,"E",33,"SSE","NE",7,17,46,38,1021,1017.9,1,1,18.3,23.2,0,0
37034,2011-11-08,"Darwin",23.2,32.7,13.2,NA,NA,"S",30,"S","WNW",20,19,91,58,1011.9,1008,7,7,23.9,32,1,0
34828,2016-10-21,"Nhil",10.7,14.1,1,NA,NA,"N",54,"WSW","SW",19,22,92,76,1013.9,1014,NA,NA,10.7,12.4,0,1
27041,2016-10-01,"Ballarat",6.6,13.3,4,NA,NA,"WNW",50,"W","NW",31,30,99,75,1004.2,1004.8,7,8,9.5,12.8,1,0
943,2009-10-30,"Mildura",20.6,35.8,0,NA,NA,"N",37,"N","N",24,24,43,20,1018.4,1016.3,7,3,26.6,34.8,0,0
44537,2014-02-22,"Portland",12.5,19.6,0,NA,NA,"SE",33,"S","S",15,15,67,66,1026,1026.5,8,8,15.9,18.3,0,0
25412,2012-08-11,"WaggaWagga",-0.8,15.9,0,NA,NA,"SE",35,"NNW","SSW",2,17,87,45,1026.7,1023.8,1,1,4.9,15.3,0,0
33389,2015-05-22,"SalmonGums",0,18.5,0.2,NA,NA,"NNE",31,"NE","NE",15,13,74,38,NA,NA,NA,NA,9.8,17.5,0,0
7408,2016-03-12,"Wollongong",19.4,25.3,0.2,NA,NA,"N",30,"SSE","NNE",7,9,85,77,1019.6,1018,NA,NA,21.4,24.4,0,0
25938,2010-08-09,"Ballarat",5.3,12.2,0.2,NA,NA,"NNE",33,"NE","NNE",20,19,74,58,1020.1,1018.4,8,1,7.2,11.5,0,1
45423,2013-11-14,"Moree",11.4,32.6,NA,NA,NA,"W",44,"NNW","W",9,19,68,5,1014.9,1010.4,NA,NA,21.6,32,NA,1
15405,2013-09-26,"PerthAirport",9.1,20.4,0,NA,NA,"WSW",59,"WNW","WSW",28,35,58,70,1016.4,1017,6,8,18.7,17.9,0,1
35982,2012-10-13,"Cairns",22.3,30.1,0,NA,NA,"SSE",44,"SSE","ESE",22,30,57,46,1018.7,1015,7,1,25.2,28.7,0,0
41680,2013-12-01,"Darwin",25.8,32.6,0,NA,NA,"NE",37,"SE","WNW",9,22,80,65,1009.6,1006.8,6,7,29,32.4,0,1
34618,2013-06-27,"Darwin",21.2,30.7,0,NA,NA,"NNW",30,"NE","NNW",9,19,74,60,1013.2,1009.3,1,4,26.2,29.7,0,0
33125,2009-06-07,"SydneyAirport",10,19.9,0.8,NA,NA,"NW",48,"NNW","WNW",15,33,84,37,1008,1004.6,7,2,12.3,19.2,0,0
42099,2010-03-15,"Brisbane",18.4,28,4.8,NA,NA,"SSE",31,"SSE","SSE",13,17,68,55,1023.1,1019.4,5,6,23.2,26.2,1,0
45275,2016-05-12,"Newcastle",12.7,22.3,0,NA,NA,NA,NA,"NW",NA,46,NA,55,NA,NA,NA,2,NA,15.8,NA,0,0
48454,2013-05-28,"NorahHead",13.2,19.5,5.6,NA,NA,"N",39,NA,"NNE",0,15,77,75,1032.4,1030,NA,NA,16.3,18.5,1,0
1367,2009-02-25,"Sydney",21.1,26.4,0,NA,NA,NA,NA,"S","ESE",4,20,83,63,1016.7,1014.6,7,5,22,26.1,0,0
37353,2017-01-29,"NorfolkIsland",21,25.9,NA,NA,NA,"ENE",43,"ENE","E",28,26,66,58,1019.1,1018.1,8,7,23.5,23.8,NA,1
28088,2015-08-24,"AliceSprings",7.2,21.2,0,NA,NA,"SSE",31,"S","SE",19,13,39,30,1023.6,1020.4,1,6,14.8,19.2,0,0
20794,2015-05-15,"Woomera",8.3,16,0,NA,NA,"SE",35,"SSE","SSE",20,20,80,40,1037.1,1033.4,7,8,11.9,15.6,0,0
5531,2017-04-08,"Darwin",25.9,34.2,0,NA,NA,"ESE",33,"SSE","E",11,11,75,40,1011.1,1008,6,5,29.4,33.7,0,0
38416,2014-06-04,"Hobart",9.6,15.5,0.6,NA,NA,"NNW",39,"W","WNW",9,19,78,51,1016.9,1018.2,7,7,12.2,13.5,0,0
9647,2017-02-27,"Woomera",17.8,36.2,0,NA,NA,"SW",31,"SE","SSE",15,9,35,9,1016,1013.7,1,NA,23.3,33.9,0,0
45192,2009-06-29,"Cobar",7.2,19.8,0,NA,NA,"N",31,"N","NW",13,17,84,51,1014.1,1012.1,5,NA,9.8,19,0,0
9000,2013-08-14,"Katherine",14.5,35.2,0,NA,NA,"SE",35,"NE","SE",4,17,63,NA,1014.8,1010.7,0,0,23.8,34.5,0,0
32818,2012-03-18,"Albury",10.4,25.5,0,NA,NA,"SSE",28,"S","ESE",9,6,68,46,1022.9,1020.9,NA,NA,15.9,23.6,0,0
22506,2014-07-02,"Witchcliffe",14.5,16.1,16,NA,NA,"NW",65,"SW","WSW",22,28,85,64,1011.5,1015.9,NA,NA,14.7,14,1,1
4176,2010-10-27,"NorfolkIsland",18,22.7,0,NA,NA,"NE",43,"ENE","ENE",28,31,78,75,1020.1,1018,7,6,20.1,21.2,0,0
30297,2011-01-19,"Penrith",18.9,27.8,2.6,NA,NA,"E",35,"S","NNW",6,7,91,72,NA,NA,NA,NA,21.3,27,1,1
46244,2017-02-22,"Walpole",13,22.4,1.2,NA,NA,"WNW",39,"W","W",13,17,87,66,1019.3,1019.1,NA,NA,16.4,20.7,1,0
6954,2015-05-29,"Penrith",11.7,19.1,0.2,NA,NA,"WNW",15,"NW",NA,6,0,79,67,NA,NA,NA,NA,16,19,0,0
18505,2012-01-31,"Mildura",13.8,25.7,0,NA,NA,"SSE",43,"S","S",19,24,66,27,1014.7,1013.7,5,4,15.7,23.4,0,0
46096,2010-12-28,"MountGambier",6.3,23.2,0,NA,NA,"NNW",30,"ENE","NNW",19,11,62,38,1018.3,1014.4,2,1,13.9,21.3,0,0
43797,2014-03-25,"MelbourneAirport",11.9,24.3,1,NA,NA,"S",31,"SSW","SE",7,11,83,40,1024,1021.8,7,4,13.7,22.5,0,0
36187,2009-09-04,"Perth",3.1,21.3,0,NA,NA,"SW",44,"ENE","WNW",11,11,55,38,1016.8,1010.6,1,1,12.9,20.4,0,1
13752,2015-08-22,"Penrith",9.2,28.4,0,NA,NA,"NNW",39,"S","NNW",2,24,71,29,NA,NA,NA,NA,15.6,27.6,0,1
10948,2015-03-15,"MountGambier",9.8,22.2,0.4,NA,NA,"S",44,"SE","SE",19,24,60,35,1019.2,1017.2,6,4,14.3,20.2,0,0
21972,2017-05-04,"Nuriootpa",3.4,16.9,0,NA,NA,"NNE",20,"ENE","NNE",11,7,60,39,1030.9,1027.8,0,NA,10.8,15.9,0,0
26974,2009-02-23,"Nuriootpa",10.6,28.9,0,NA,NA,"WSW",44,NA,"W",0,28,50,21,1012.2,1012.9,6,1,19.5,27.9,0,0
10386,2011-06-10,"Brisbane",6.8,20.4,0,NA,NA,"W",28,"WSW","W",7,6,51,33,1017.8,1015.9,1,2,12.4,19.6,0,0
590,2017-06-11,"Katherine",11.4,27.9,0,NA,NA,"SE",41,"SE","ESE",20,22,36,NA,1019.6,1015.9,1,NA,19.4,NA,0,0
21192,2016-06-16,"SydneyAirport",9.4,22.5,0,NA,NA,"N",28,"WNW","N",15,13,70,39,1025.5,1019.1,1,1,13.3,21.9,0,0
44755,2009-08-05,"Walpole",NA,17.9,0.6,NA,NA,"NW",61,"NNW","NW",17,33,82,76,1011.3,1005.6,NA,NA,13.5,17.1,0,1
22339,2014-04-12,"Nuriootpa",9.4,18.6,0,NA,NA,"SE",33,"SSE","SE",15,17,68,54,1021.4,1018.4,6,3,13.1,17.9,0,0
11884,2011-08-07,"Albany",6.8,19.8,0.2,NA,NA,NA,NA,"NNW","NNW",15,6,62,54,1015.8,1013.7,7,5,14.5,18.6,0,0
42494,2015-11-12,"Portland",11.4,19.6,0,NA,NA,"S",30,"SE","SSW",9,17,85,65,1016.7,1016.5,5,2,16,17.6,0,0
38666,2012-02-26,"Newcastle",20.8,28.2,0,NA,NA,NA,NA,"NE",NA,6,0,67,63,NA,NA,5,8,24,27,0,0
27246,2013-12-30,"Launceston",5,20.4,0,NA,NA,"WNW",43,NA,"NNW",0,24,59,72,1013.2,1009.8,NA,NA,13,15.7,0,0
24132,2016-08-18,"Wollongong",13.5,20.4,0,NA,NA,"N",37,"NW","NE",4,7,45,62,1023.7,1020.2,NA,NA,18.3,20.2,0,0
41195,2013-10-22,"WaggaWagga",18,26.6,0,NA,NA,"N",50,"NE","NE",19,22,62,66,1011.3,1008.4,7,7,22.6,22.8,0,1
34180,2011-01-04,"Launceston",11.8,23.9,0,NA,NA,"NW",28,"SSW","WNW",6,9,61,40,1016.8,1012.7,NA,NA,17.1,22.1,0,0
9241,2015-06-29,"Nuriootpa",-1.7,11.5,0,NA,NA,"NE",20,NA,"ENE",0,11,94,52,1033.5,1030.4,7,7,5,10.9,0,0
47368,2009-11-11,"Watsonia",16.8,35.7,0,NA,NA,"SW",30,"SSW","SSW",6,17,52,23,1020.2,1018.3,3,6,24.7,35,0,0
26133,2012-04-06,"Newcastle",NA,26.5,0,NA,NA,NA,NA,NA,"SE",NA,4,NA,57,NA,NA,NA,1,NA,25,0,0
2959,2017-05-11,"Uluru",4.1,24.7,0,NA,NA,"E",26,"ESE","E",11,9,33,17,1022.1,1017.2,NA,NA,13.4,23.7,0,0
13014,2016-01-21,"Hobart",12.8,22.7,0,NA,NA,"SE",41,"N","ESE",22,24,35,36,1007.5,1005,7,1,17.7,21.7,0,0
43451,2016-04-25,"Watsonia",7.4,24.7,0,NA,NA,"NNE",33,"ESE","N",7,15,95,36,1030.2,1027.2,0,0,12.3,24.4,0,0
47325,2012-07-15,"Adelaide",8,15,0.6,NA,NA,"NW",41,"N","NW",13,22,88,74,1023,1022.8,NA,NA,9.4,14.7,0,0
45519,2010-05-12,"PearceRAAF",10.4,25.1,0,NA,NA,"W",39,"N","W",20,20,39,46,1013.5,1011.5,0,1,19.7,22.7,0,1
1473,2014-12-29,"MountGinini",8.7,16.9,3.4,NA,NA,"W",56,"WNW","NW",15,22,98,96,NA,NA,NA,NA,9.9,13.9,1,1
29063,2013-05-08,"Newcastle",10.6,21.5,0.2,NA,NA,NA,NA,NA,"SE",0,4,82,65,NA,NA,3,7,15.9,20.3,0,0
25334,2017-03-06,"Witchcliffe",16.8,29,0,NA,NA,"SE",43,"SE","SSE",15,20,79,52,1015,1012.9,NA,NA,19.6,26.8,0,0
9782,2015-01-25,"Townsville",25.6,33.4,3.4,NA,NA,"SW",39,"NW","N",9,13,75,68,1008,1004.4,7,6,29.2,31.7,1,0
35117,2010-07-05,"Walpole",4.9,15.8,0,NA,NA,"NW",31,"NW","NW",4,19,91,70,1025.8,1023.6,NA,NA,8.8,14.4,0,0
5242,2012-07-10,"AliceSprings",0.9,23.8,0,NA,NA,"ENE",28,"WNW","N",4,7,23,17,1018,1014.1,0,0,11.1,22.7,0,0
34227,2012-05-15,"Walpole",12.4,18.7,0.6,NA,NA,"WSW",35,"WNW","WSW",13,19,88,64,1019.8,1019.5,NA,NA,15.5,17.4,0,0
26168,2017-04-01,"Hobart",8.6,16.7,0.2,NA,NA,"W",69,"SW","SW",13,20,48,34,1009.9,1013.8,1,3,11.7,15.9,0,0
2323,2014-12-08,"Hobart",11.1,17.6,0.8,NA,NA,"ESE",33,"NNW","SE",9,17,76,64,1007,1007.3,7,7,13.8,16.8,0,0
27235,2011-03-17,"Dartmoor",3.9,19.6,0,NA,NA,"ESE",39,"ESE","S",7,15,99,53,1024.6,1022.8,NA,NA,7.9,17.9,0,0
9331,2009-11-30,"Walpole",12.2,20.6,0,NA,NA,"SSW",26,"S","SSE",11,13,71,68,1016.2,1014.2,NA,NA,18.2,19.6,0,0
30678,2011-12-18,"Newcastle",14,25.4,0,NA,NA,NA,NA,NA,"SE",0,11,63,59,NA,NA,0,7,19,24.7,0,0
42954,2012-03-14,"Sale",12.2,30.7,0,NA,NA,"NE",33,NA,"NE",0,11,93,45,1016.5,1012.9,1,4,17.3,30.2,0,0
3250,2015-10-05,"Tuggeranong",10.5,32.7,0,NA,NA,"WNW",39,NA,"WSW",0,17,57,12,1026.3,1022.9,NA,NA,16.1,32.2,0,0
42349,2017-03-09,"Hobart",11.9,23.2,0,NA,NA,"NW",35,"NW","SE",20,20,63,43,1019.3,1017.1,1,7,15.6,21.9,0,0
47283,2008-09-07,"Sydney",9.5,19,21.6,FALSE,NA,NA,NA,"W","ESE",15,15,69,51,1016.4,1014.1,2,6,14.1,18.3,1,0
10219,2011-07-07,"Brisbane",7.4,20.9,0,NA,NA,"W",39,"WSW","W",4,13,36,32,1017.9,1015.9,0,1,17.2,20.6,0,0
12628,2013-08-19,"Witchcliffe",6.1,17.6,0,NA,NA,"SW",35,"N","SW",7,13,99,64,1025.5,1024.1,NA,NA,12.5,16.7,0,1
21142,2013-08-09,"Nhil",5.4,14,2.2,NA,NA,"N",39,"N","NNW",19,19,79,73,1012.1,1010.2,NA,NA,9.2,12.4,1,0
40366,2011-11-27,"CoffsHarbour",17.9,33.6,0.6,TRUE,NA,"N",37,"NW","NW",20,20,51,24,1010.4,1007.2,0,1,27.3,33.3,0,0
3153,2016-02-02,"SydneyAirport",16.4,26.1,2.2,NA,NA,"W",35,"W","SE",17,20,58,53,1006.4,1004.1,2,3,21.4,25.4,1,0
27045,2011-12-10,"Walpole",10.1,20.6,0,NA,NA,"SE",35,"SSE","SSE",13,17,66,63,1016.8,1015.5,NA,NA,18.4,20.1,0,0
9924,2012-08-22,"Witchcliffe",8.6,15.2,4,NA,NA,"SW",52,"SSW","SSW",22,26,NA,NA,1016.9,1017.8,NA,NA,10.4,12.5,1,1
35674,2013-07-24,"NorfolkIsland",15,18.5,0,NA,NA,"WSW",35,"N","WSW",11,22,73,94,1015.2,1012.6,7,8,17,15.8,0,1
38969,2009-05-09,"BadgerysCreek",6.7,22.2,0,NA,NA,"SE",22,NA,"ESE",0,7,84,41,1024.4,1020.4,NA,NA,13.2,21.1,0,0
20340,2015-02-19,"Penrith",18.2,29.5,0,NA,NA,"NE",37,"S","SW",6,4,79,67,NA,NA,NA,NA,22.2,25.9,0,1
6623,2011-05-15,"Witchcliffe",9.8,19,0.2,NA,NA,"NNE",24,"ENE","ENE",7,7,74,64,NA,NA,NA,NA,13.9,17.8,0,0
46998,2015-07-19,"Nhil",1.4,9.6,0,NA,NA,"N",15,NA,"N",0,11,94,54,1033.9,1031.8,NA,NA,4.8,8.4,0,0
37252,2016-07-18,"Wollongong",12.1,24,0,NA,NA,"N",43,"NW","NNW",7,11,66,47,1023.6,1018.9,NA,NA,16.4,23.4,0,0
41723,2012-03-20,"MelbourneAirport",14.5,27.1,0,NA,NA,"N",69,"N","N",31,39,58,44,1015.8,1009.8,1,1,18.2,26.5,0,0
2770,2016-09-05,"GoldCoast",13.6,23.4,0,NA,NA,"SE",46,"SSE","SE",28,35,55,57,1028.5,1026.1,NA,NA,19.7,20.9,0,0
38363,2013-01-26,"Canberra",20.5,33.7,0,NA,NA,"E",54,"E","ENE",15,22,69,32,1012.6,1007,7,1,22.5,31.8,0,1
29609,2010-11-13,"WaggaWagga",22.2,31.2,0,NA,NA,"NNE",50,"NNE","ENE",13,22,68,57,1013.4,1011,7,6,24.2,29.3,0,1
37269,2012-05-20,"Melbourne",8.5,16.5,NA,NA,NA,"N",26,"NW","E",11,9,74,42,1027.6,1024.8,NA,NA,8.8,15.6,NA,1
9363,2016-09-09,"Dartmoor",11.5,14.6,50.6,NA,NA,"SW",39,"W","WSW",4,17,97,90,1008.9,1010.8,NA,NA,12.2,12.9,1,1
49835,2013-03-12,"MountGinini",10.4,20.3,0.2,NA,NA,"NNE",22,"SW","NNE",9,9,NA,73,NA,NA,NA,NA,NA,19,0,0
24660,2011-10-31,"Cobar",11.9,27.2,0,NA,NA,"S",31,"SSE","S",15,15,53,17,1021.8,1018.2,1,3,16.1,25.8,0,0
39398,2016-09-13,"Uluru",13.4,17.2,9.4,NA,NA,"SE",41,"SE","SE",26,22,83,70,1015.7,1013.8,8,8,13.8,16.6,1,1
22173,2011-03-03,"Brisbane",23.8,33.1,1.2,NA,NA,"SSE",28,"WSW","ENE",4,11,76,60,1012,1007.8,4,3,26.7,30.9,1,1
28403,2013-08-21,"Canberra",1.9,11.7,0,NA,NA,"WNW",46,"NW","WNW",26,31,70,55,1016.4,1013.9,NA,8,7,9.9,0,0
49786,2015-02-02,"Launceston",10.8,24.6,0,NA,NA,"N",35,"SE","NNW",9,13,50,40,NA,NA,1,NA,16.4,23.5,0,0
1938,2013-04-09,"Albany",19.6,21.7,0.2,NA,NA,NA,NA,"SSE","SSE",13,26,88,82,1019,1017.8,8,8,20.1,20.3,0,1
38028,2010-11-29,"Albury",13.6,22.6,14.8,NA,NA,"SSE",43,"SE","SE",20,22,69,51,1013.6,1012.7,5,2,16.6,21.7,1,1
42330,2009-03-27,"Richmond",19.4,23.5,0.2,NA,NA,"SSE",33,"SSW","SSE",13,19,78,61,1024.3,1023.4,NA,NA,20.4,22.5,0,0
39835,2014-08-07,"Canberra",-4.7,14.7,0,NA,NA,"NW",22,"NE","NNW",4,13,82,39,1031.3,1028.2,NA,NA,2.7,14.2,0,0
3292,2009-02-01,"Walpole",18.9,29.1,0,NA,NA,"SE",31,"N","SSE",7,15,83,65,1013.7,1012.1,NA,NA,22.4,27.7,0,0
29227,2009-11-04,"BadgerysCreek",17.5,20.3,0,NA,NA,"SE",33,"E","ESE",20,13,79,76,1017.4,1015.4,NA,NA,18.6,19.7,0,0
10663,2015-01-10,"PearceRAAF",15.9,30.7,0,NA,NA,"SE",59,"ESE","E",30,30,41,22,1016,1011.5,NA,NA,22.1,29.2,0,0
48123,2017-02-20,"AliceSprings",10.8,30.9,0,NA,NA,"SE",44,"ESE","E",19,20,25,32,1014.6,1010.1,NA,NA,20.7,30,0,0
7684,2009-08-26,"Launceston",4.5,13.3,6,NA,NA,"W",67,"NNW","WNW",31,33,78,53,994.5,992.2,NA,NA,7.9,11.9,1,1
39900,2016-02-24,"SalmonGums",12.3,22.6,0,NA,NA,"SSW",43,"SSW","SSW",15,22,62,45,NA,NA,NA,NA,18.6,20.6,0,0
46830,2017-03-03,"Albury",18.5,32.1,0,NA,NA,"SE",54,"SE","SE",11,30,51,36,1018.4,1016,NA,NA,24.4,31.2,0,0
47456,2014-09-10,"PerthAirport",13.8,21.2,0,NA,NA,"WNW",31,"W","W",17,20,58,54,1021,1020.6,7,7,17.8,19.5,0,0
46386,2012-08-29,"Penrith",4.3,22.3,0,NA,NA,"NNE",30,NA,"NNE",0,15,97,43,NA,NA,NA,NA,8.6,21.9,0,0
3272,2012-09-17,"Cairns",20.4,28.5,0,NA,NA,"N",28,"ENE","NNE",7,17,65,62,1016.5,1011.5,4,3,25.1,27.3,0,0
46907,2010-11-03,"Woomera",11.2,24.1,0,NA,NA,"SE",43,"SE","S",19,17,67,32,1024.1,1020.8,0,0,15.4,22.8,0,0
28808,2015-08-16,"Richmond",5.4,20.9,0,NA,NA,"NNE",39,"NE","NNE",6,13,89,50,1027.5,1020.5,4,4,12.4,20,0,0
2325,2009-07-27,"WaggaWagga",3.3,9.7,1.6,NA,NA,"WSW",24,"NW","W",11,15,99,78,1020.5,1020.7,NA,7,4.4,9.3,1,1
5684,2014-12-22,"Brisbane",18.9,28.5,0,NA,NA,"ENE",30,"ESE","E",9,19,56,53,1017.9,1015.5,2,2,25.5,26.8,0,0
48041,2015-07-11,"Perth",2.6,16.7,0.2,TRUE,NA,"E",22,"ENE","SE",7,9,75,45,1034.7,1032,1,0,10.3,16.1,0,0
26109,2016-06-18,"Nuriootpa",8.2,12.4,6.3,NA,NA,"SE",44,"ESE","ESE",15,15,78,76,1019.4,1018.2,4,NA,10.3,11.6,1,0
15436,2014-01-23,"Sale",8.4,26.6,0,NA,NA,"E",39,"N","E",7,28,94,41,1021.6,1016.8,2,0,13.8,25.8,0,0
1157,2016-03-03,"Darwin",29.2,34.3,0,NA,NA,"NE",37,"WSW","WNW",15,28,74,64,1013.5,1009,7,1,30.5,33.6,0,0
38311,2015-02-18,"WaggaWagga",19.3,30,2,NA,NA,"SE",31,"SSE","ENE",7,11,85,43,1017.4,1015.6,7,6,20.7,28.3,1,0
18287,2008-05-18,"Sydney",8.8,17.8,0,NA,NA,NA,NA,"W","W",19,31,57,36,1007,1006.3,1,1,11.6,17,0,0
30464,2015-07-05,"Perth",10.7,20.5,1.8,NA,NA,"SW",26,"NNE","WSW",9,6,99,94,1022,1020.7,2,6,13.3,16,1,1
11973,2010-03-01,"Townsville",25,30.4,4,NA,NA,"N",33,"NNE","N",9,17,85,77,1009.8,1005.4,7,8,27.7,29.8,1,1
31936,2010-06-22,"MelbourneAirport",1.4,12.2,0,NA,NA,"N",19,"N","SE",11,7,89,66,1038,1035.9,5,7,5,11.7,0,0
37957,2013-07-03,"Uluru",1.5,21.3,0,NA,NA,"WNW",22,"SE","WSW",9,7,69,28,1023.8,1019.5,NA,NA,8.2,19.9,0,0
38961,2009-06-27,"Hobart",10.2,12,1.6,FALSE,NA,"SSE",24,"SSE","ESE",11,4,89,72,1010.3,1007.8,7,6,10.3,11.8,1,0
46191,2010-12-27,"BadgerysCreek",16.6,19.8,21,NA,NA,"E",33,"SSW","SE",6,13,96,81,1005.9,1006.1,NA,NA,16.7,18.7,1,1
11435,2015-01-19,"Albury",14.7,28.6,0,NA,NA,"SSE",28,"SSE","S",20,9,45,28,1013.3,1010.5,NA,NA,18.8,27.2,0,0
16618,2009-03-24,"CoffsHarbour",15.5,26.6,0,NA,NA,"NE",30,"W","NE",7,17,75,56,1020.2,1018.5,1,1,22.5,25.7,0,0
2780,2014-10-23,"Dartmoor",12.9,20.8,0,NA,NA,"SE",43,"SE","ESE",24,22,100,72,1020.2,1016.3,NA,NA,13.6,19.1,0,0
723,2014-03-07,"Wollongong",18.5,26,0,NA,NA,"NE",28,"NNE","NNE",2,13,78,81,1020,1018.6,NA,NA,23,23,0,0
39749,2013-01-13,"Nuriootpa",15.1,19,0,NA,NA,"SE",33,"SE","SE",15,11,56,82,1015.2,1017.5,8,7,15.8,15.2,0,1
24439,2016-02-20,"Albany",17.7,23.8,0,NA,NA,NA,NA,"E",NA,15,NA,70,NA,1017.7,1012.4,6,NA,21.4,NA,0,0
8429,2015-02-11,"Cairns",23,29.8,12,NA,NA,"ESE",54,"SSE","S",24,11,80,86,1012.1,1008.9,5,7,26,26.5,1,1
32161,2012-07-14,"GoldCoast",17.6,23.3,23.6,NA,NA,"SE",33,"NNW","NW",9,13,99,60,1016.5,1014.2,NA,NA,19,21.8,1,0
38665,2011-01-26,"Darwin",22.6,31.4,25,NA,NA,"WSW",52,"E","SW",7,11,89,62,1011.2,1008.9,7,7,24.5,30.6,1,0
14430,2014-12-15,"SalmonGums",8.3,31.5,0,NA,NA,"SSW",54,"SW","WSW",13,26,49,16,NA,NA,NA,NA,21.4,30.5,0,0
7736,2014-08-13,"Mildura",2.2,16.4,0,NA,NA,"SE",37,"SSE","SE",20,24,75,33,1035.2,1032.8,1,1,6,15.4,0,0
742,2017-02-08,"Uluru",24.1,39.2,2.8,NA,NA,"NE",50,"N","NNE",17,26,62,28,1005.7,1003,NA,NA,29.7,37.8,1,0
9522,2011-09-30,"Townsville",21.4,30,0,NA,NA,"N",31,"N","N",11,17,68,63,1012.6,1007.1,2,1,26,27.7,0,0
45777,2016-08-14,"Cobar",4.4,18.4,0,NA,NA,"SSE",24,"SE","S",9,11,59,32,1029.3,1027,NA,NA,12.1,17.9,0,0
533,2015-07-19,"PerthAirport",12.2,18.5,0.2,NA,NA,"NNE",33,"NNE","NNE",19,17,42,43,1018.3,1013.9,7,7,15.1,17.9,0,1
7323,2009-07-05,"SydneyAirport",9.8,15.8,0,NA,NA,"W",41,"W","S",20,19,50,40,1016.3,1016.1,2,1,13.5,15.5,0,0
16439,2016-11-22,"Albany",10.2,20.5,0,NA,NA,NA,NA,"N",NA,7,NA,81,NA,1022.3,1020,3,NA,18,NA,0,0
28019,2014-04-19,"Woomera",13.5,28.4,0,NA,NA,"NW",35,"E","W",17,22,54,27,1021.6,1016.4,0,0,18.6,27.8,0,0
3959,2015-05-31,"Woomera",5.6,17.3,0,NA,NA,"SW",41,"W","SW",9,24,88,45,1023.7,1021.2,0,7,9.1,16.8,0,0
46327,2012-09-24,"Dartmoor",4.5,12.6,2.2,NA,NA,"W",44,"WSW","SW",17,20,84,66,1018.7,1019.3,NA,NA,8.6,11.3,1,0
33124,2010-08-02,"Penrith",6.9,15.7,0.2,NA,NA,"WSW",63,"NNE","WSW",11,20,47,41,NA,NA,NA,NA,11.8,15.2,0,1
20273,2009-05-11,"Watsonia",5.4,17.3,0.2,TRUE,NA,"SSW",22,"NNE","SSW",2,17,99,61,1025.4,1022.5,7,1,8.2,16.6,0,0
13075,2013-09-04,"Brisbane",12.6,23.5,0.4,NA,NA,"ESE",31,"SSW","ESE",4,15,52,44,1031.4,1029.2,2,2,20.6,21.8,0,0
41653,2016-11-02,"Walpole",9.3,19.6,NA,NA,NA,"S",31,"NNE","SSE",9,15,74,73,1017.2,1013.6,NA,NA,15.4,16.3,NA,0
42705,2011-06-11,"BadgerysCreek",6.6,16.1,0,NA,NA,"S",39,"SW","SSE",19,13,68,66,1025,1024.8,NA,NA,12.7,14.4,0,0
28901,2014-03-20,"Watsonia",7.8,31.5,0,NA,NA,"NNW",37,"NE","N",6,19,87,19,1024.5,1019.7,1,2,12.5,29.9,0,0
105,2009-02-13,"Adelaide",15.2,28.8,0,NA,NA,NA,NA,"ESE","SE",19,22,43,21,1021.9,1019.4,NA,NA,18.9,27.2,0,0
320,2009-09-28,"Moree",3.1,19.9,0,NA,NA,"WSW",43,"SW","WSW",22,26,31,18,1015.1,1010.5,0,1,13.7,19.5,0,0
29605,2012-11-30,"Cobar",27.3,43.1,NA,NA,NA,"SW",50,"NNW","WNW",19,17,21,12,1011.5,1008.5,6,6,35.1,42.2,NA,0
38760,2016-05-11,"Watsonia",10.8,16.9,0.8,NA,NA,"W",50,"NW","NNW",15,15,63,59,1014.9,1010.1,7,7,13.4,15.4,0,0
31789,2013-03-18,"Nuriootpa",9,21.9,0,NA,NA,"SE",39,"E","ENE",17,19,55,26,1025,1021.6,0,0,12.6,20.1,0,0
19129,2011-10-20,"Walpole",6.4,19.1,0.2,NA,NA,"SSW",26,"NE","SSE",11,13,62,64,1025.9,1023.3,NA,NA,15.1,17.2,0,0
